day,hour,min,doy,rg,ta,rh,ua,za,tsobs,vza,leobs,lai,glai,zf,rstmin,albedo,albv,xG,xx,xx1,rnobs,gobs,hobs,ratmobs,hpa
36,17,0,36.71,2.841,5.56,72.49,0.82,2.32,6.04,0,11.353,1.308547633,1.308547633,0.268115323,100,0.25,0.18,0.315,19.83,-97.391,-28.766,-31.587,-8.5315,316.24,1001
36,17,30,36.73,0,5.573,73.47,0.512,2.32,5.5386,0,8.5621,1.309010219,1.309010219,0.268247087,100,0.25,0.18,0.315,19.79,0.035154,-31.301,-31.496,-8.3667,306.39,1001
36,18,0,36.75,0,5.602,71.65,1.869,2.32,5.4634,0,3.3332,1.309473032,1.309473032,0.268378874,100,0.25,0.18,0.315,19.74,4.1378,-27.848,-19.737,-11.445,305.7,1001
36,18,30,36.77,0,5.796,67.38,2.009,2.32,5.5042,0,11.618,1.309936069,1.309936069,0.268510684,100,0.25,0.18,0.315,19.7,5.0289,-27.505,-19.708,-19.415,306.5,1001
36,19,0,36.79,0,5.446,69.5,2.033,2.32,5.2931,0,9.9956,1.310399332,1.310399332,0.268642516,100,0.25,0.18,0.315,19.68,11.112,-30.338,-21.85,-18.484,303.85,1001
36,19,30,36.81,0,5.287,69.63,2.409,2.32,5.1517,0,14.916,1.310862818,1.310862818,0.268774371,100,0.25,0.18,0.315,19.63,6.5491,-26.645,-21.845,-19.716,306.34,1001
36,20,0,36.83,0,5.141,69.25,3.43,2.32,4.845,0,11.945,1.311326528,1.311326528,0.268906249,100,0.25,0.18,0.315,19.6,14.94,-30.486,-23.958,-18.473,302.32,1001
36,20,30,36.85,0,5.202,67.97,3.688,2.32,4.8362,0,14.773,1.31179046,1.31179046,0.269038149,100,0.25,0.18,0.315,19.57,-0.55571,-23.501,-23.9,-14.374,310.71,1001
36,21,0,36.87,0,5.107,70,3.139,2.32,4.8863,0,15.939,1.312254614,1.312254614,0.269170071,100,0.25,0.18,0.315,19.56,1.9228,-20.742,-17.499,-19.181,312.2,1001
36,21,30,36.9,0,4.915,70.13,2.865,2.32,4.4589,0,2.2861,1.312951259,1.312951259,0.269367998,100,0.25,0.18,0.315,19.52,5.8536,-30.953,-17.601,-15.638,300.57,1001
36,22,0,36.92,0,4.965,65.39,3.892,2.32,4.401,0,18.561,1.313415965,1.313415965,0.269499976,100,0.25,0.18,0.315,19.51,8.3317,-27.587,-19.201,-26.947,302.66,1001
36,22,30,36.94,0,4.811,65.24,3.637,2.32,4.0369,0,13.683,1.31388089,1.31388089,0.269631978,100,0.25,0.18,0.315,19.48,4.5474,-32.73,-19.29,-27.122,295.56,1000
36,23,0,36.96,0,4.588,65.41,3.108,2.32,3.3235,0,6.084,1.314346033,1.314346033,0.269764002,100,0.25,0.18,0.315,19.45,1.665,-50.768,-29.652,-27.2,273.53,1000
36,23,30,36.98,0,4.015,67.96,2.442,2.32,2.1589,0,-1.8444,1.314811395,1.314811395,0.269896048,100,0.25,0.18,0.315,19.4,4.5048,-69.111,-29.817,-37.449,246.24,1000
37,0,0,37,0,3.795,67.61,3.092,2.32,1.6627,0,0.24025,1.315276973,1.315276973,0.270028117,100,0.25,0.18,0.315,19.36,2.4895,-72.011,-35.498,-36.753,239,999
37,0,30,37.02,0,4.003,65.14,3.492,2.32,1.4485,0,6.3539,1.315742769,1.315742769,0.270160208,100,0.25,0.18,0.315,19.33,1.8411,-70.037,-35.426,-40.965,239.45,999
37,1,0,37.04,0,4.147,64.3,3.398,2.32,1.4432,0,-8.5994,1.31620878,1.31620878,0.270292322,100,0.25,0.18,0.315,19.28,3.1302,-66.271,-27.202,-30.469,247.37,999
37,1,30,37.06,0,4.309,64.26,3.522,2.32,0.88247,0,-23.646,1.316675007,1.316675007,0.270424458,100,0.25,0.18,0.315,19.28,-0.37608,-66.869,-27.295,-15.928,241.6,998
37,2,0,37.08,0,4.415,64.06,3.987,2.32,-0.31836,0,12.232,1.317141448,1.317141448,0.270556616,100,0.25,0.18,0.315,19.22,-0.23192,-62.856,-43.582,-31.506,241.84,998
37,2,30,37.1,0,4.153,66.22,2.92,2.32,0.4642,0,-6.9153,1.317608102,1.317608102,0.270688797,100,0.25,0.18,0.315,19.21,-2.522,-59.003,-43.163,-8.9244,249.6,998
37,3,0,37.12,0,3.966,66.89,2.767,2.32,-0.34886,0,16.746,1.31807497,1.31807497,0.270821,100,0.25,0.18,0.315,19.17,0.62377,-53.739,-35.682,-34.804,253.66,998
37,3,30,37.15,0,4.779,62.44,4.832,2.32,1.1145,0,11.998,1.31877567,1.31877567,0.271019347,100,0.25,0.18,0.315,19.16,1.1316,-47.335,-35.203,-24.13,265.76,998
37,4,0,37.17,0,4.425,65.56,3.168,2.32,1.9706,0,-9.2761,1.319243068,1.319243068,0.271151606,100,0.25,0.18,0.315,19.16,1.6323,-39.624,-6.0413,-24.307,279.61,998
37,4,30,37.19,0,4.346,66.49,2.554,2.32,1.709,0,-24.72,1.319710676,1.319710676,0.271283887,100,0.25,0.18,0.315,19.16,1.645,-46.067,-6.2815,-15.065,269.46,997
37,5,0,37.21,0,4.294,67.43,2.336,2.32,1.1489,0,-10.227,1.320178494,1.320178494,0.271416191,100,0.25,0.18,0.315,19.16,-1.5578,-50.194,-24.55,-15.417,266.6,998
37,5,30,37.23,0,4.175,68.02,2.646,2.32,0.1945,0,-2.0698,1.320646522,1.320646522,0.271548517,100,0.25,0.18,0.315,19.16,0.02009,-59.965,-24.697,-33.198,247.05,997
37,6,0,37.25,0,4.13,67.67,3.691,2.32,-0.11176,0,16.781,1.321114758,1.321114758,0.271680865,100,0.25,0.18,0.315,19.1,1.8466,-63.863,-28.734,-51.91,241.75,997
37,6,30,37.27,5.241,3.848,69.84,3.369,2.32,0.93122,0,-2.6558,1.321583201,1.321583201,0.271813235,100,0.25,0.18,0.315,19.1,3.8413,-66.307,-28.422,-35.229,239.11,997
37,7,0,37.29,54.2,4.428,67.71,3.51,2.32,1.5337,0,-13.423,1.322051852,1.322051852,0.271945628,100,0.25,0.18,0.315,19.1,122.62,-34.205,-10.184,-10.599,239.99,998
37,7,30,37.31,145,4.997,67.39,3.375,2.32,2.8129,0,13.639,1.32252071,1.32252071,0.272078042,100,0.25,0.18,0.315,19.13,14.805,14.637,-9.9342,10.932,241.34,998
37,8,0,37.33,245.5,5.691,66.33,3.782,2.32,4.5892,0,-1.3142,1.322989773,1.322989773,0.272210479,100,0.25,0.18,0.315,19.2,16.323,73.912,32.095,43.132,243.88,998
37,8,30,37.35,355.6,6.499,63.99,4.775,2.32,6.5831,0,43.413,1.323459041,1.323459041,0.272342938,100,0.25,0.18,0.315,19.33,39.226,125.03,32.539,49.08,246.95,998
37,9,0,37.37,443.8,7.199,62.53,5.672,2.32,8.2318,0,95.336,1.323928514,1.323928514,0.272475419,100,0.25,0.18,0.315,19.45,102.24,162.41,69.214,-2.141,255.23,998
37,9,30,37.4,244.3,7.329,60.71,4.986,2.32,6.7812,0,-96.417,1.324633105,1.324633105,0.272674183,100,0.25,0.18,0.315,19.48,-14.041,30.203,67.804,58.817,265.51,998
37,10,0,37.42,502.2,8.12,57.97,5.346,2.32,9.7239,0,46.737,1.325103085,1.325103085,0.272806719,100,0.25,0.18,0.315,19.49,47.418,241.73,102.07,92.926,296.54,998
37,10,30,37.44,529.4,8.42,56.74,4.422,2.32,12.565,0,102.95,1.325573268,1.325573268,0.272939278,100,0.25,0.18,0.315,19.64,74.91,273.4,102.37,68.079,304.68,998
37,11,0,37.46,354.8,8.04,57.64,4.221,2.32,12.074,0,80.322,1.326043651,1.326043651,0.273071858,100,0.25,0.18,0.315,19.73,62.519,233.56,38.282,114.96,281.5,998
37,11,30,37.48,711.6,8.97,55.48,6.113,2.32,13.381,0,110.98,1.326514235,1.326514235,0.273204461,100,0.25,0.18,0.315,19.77,74.214,282.6,38.518,133.1,274.2,998
37,12,0,37.5,498.6,8.96,52.02,5.829,2.32,14.956,0,115.84,1.326985019,1.326985019,0.273337086,100,0.25,0.18,0.315,19.79,73.571,320,93.931,110.22,295.64,997
37,12,30,37.52,630.5,9.12,52.55,5.856,2.32,13.851,0,0.649,1.327456003,1.327456003,0.273469733,100,0.25,0.18,0.315,19.79,50.466,276.64,92.505,183.49,276.67,997
37,13,0,37.54,756.5,9.44,50.83,7.75,2.32,15.766,0,132.35,1.327927184,1.327927184,0.273602401,100,0.25,0.18,0.315,19.83,73.594,382.82,98.539,151.94,260.43,996
37,13,30,37.56,716.9,9.55,51.1,7.611,2.32,14.138,0,40.367,1.328398563,1.328398563,0.273735092,100,0.25,0.18,0.315,19.85,47.675,271.05,96.79,133.89,261.7,996
37,14,0,37.58,645.3,9.55,51.48,7.69,2.32,13.977,0,129.62,1.32887014,1.32887014,0.273867805,100,0.25,0.18,0.315,19.84,69.546,285.99,26.988,129.38,264.98,996
37,14,30,37.6,431.7,9.49,52.19,6.438,2.32,14.008,0,135.84,1.329341912,1.329341912,0.27400054,100,0.25,0.18,0.315,19.81,72.615,227.81,26.964,65.002,290.72,996
37,15,0,37.62,227.5,9.15,51.46,6.623,2.32,11.986,0,126.07,1.329813881,1.329813881,0.274133296,100,0.25,0.18,0.315,19.77,125.89,119.11,-13.187,6.2303,298.91,996
37,15,30,37.65,102.2,7.633,64.95,7.129,2.32,9.4173,0,-2.0912,1.330522198,1.330522198,0.274332473,100,0.25,0.18,0.315,19.66,19.452,-6.5231,-13.627,9.1948,319.35,996
37,16,0,37.67,149.3,6.447,71.34,5.873,2.32,7.4492,0,51.241,1.330994653,1.330994653,0.274465284,100,0.25,0.18,0.315,19.54,-6.8419,-27.581,-43.21,-35.612,259.99,996
37,16,30,37.69,46.91,6.85,59.1,4.939,2.32,6.1011,0,34.97,1.3314673,1.3314673,0.274598117,100,0.25,0.18,0.315,19.42,0.45487,-44.559,-43.199,-36.33,253.41,996
37,17,0,37.71,13.66,6.715,54.15,4.384,2.32,5.4532,0,30.8,1.33194014,1.33194014,0.274730973,100,0.25,0.18,0.315,19.34,4.5797,-54.236,-36.34,-48.697,262.38,996
37,17,30,37.73,0.088,6.678,51.88,5.38,2.32,4.874,0,10.31,1.332413172,1.332413172,0.27486385,100,0.25,0.18,0.315,19.27,11.688,-63.886,-36.296,-37.9,258.34,996
37,18,0,37.75,0,6.445,54.7,3.836,2.32,4.8482,0,17.77,1.332886395,1.332886395,0.274996749,100,0.25,0.18,0.315,19.2,6.1834,-52.121,-26.313,-43.578,273.7,996
37,18,30,37.77,0,6.761,51.73,4.506,2.32,4.9251,0,17.568,1.333359808,1.333359808,0.275129669,100,0.25,0.18,0.315,19.18,2.6761,-47.675,-26.227,-39.016,281.27,996
37,19,0,37.79,0,6.806,50.05,5.255,2.32,4.5796,0,25.742,1.333833411,1.333833411,0.275262612,100,0.25,0.18,0.315,19.15,7.0456,-53.08,-25.737,-53.085,275.54,996
37,19,30,37.81,0,6.268,54.47,4.313,2.32,4.0165,0,-2.7737,1.334307203,1.334307203,0.275395576,100,0.25,0.18,0.315,19.09,9.3969,-65.791,-25.806,-37.212,259.47,996
37,20,0,37.83,0,6.371,55.87,4.202,2.32,4.4209,0,2.8738,1.334781183,1.334781183,0.275528562,100,0.25,0.18,0.315,19.09,5.6233,-44.81,-15.623,-32.06,299.22,997
37,20,30,37.85,0,5.886,58.26,2.138,2.32,4.1088,0,-3.4709,1.335255351,1.335255351,0.27566157,100,0.25,0.18,0.315,19.06,7.5682,-42.188,-15.747,-22.97,292.7,996
37,21,0,37.87,0,5.881,58.01,2.706,2.32,4.0846,0,3.6475,1.335729706,1.335729706,0.2757946,100,0.25,0.18,0.315,19.03,2.0854,-39.632,-17.155,-26.124,282.37,996
37,21,30,37.9,0,6.1,57.17,3.606,2.32,4.0218,0,4.0602,1.336441587,1.336441587,0.275994185,100,0.25,0.18,0.315,19.03,5.6709,-45.487,-17.141,-32.406,274.7,996
37,22,0,37.92,0,5.967,58.19,2.994,2.32,3.9777,0,8.0622,1.336916405,1.336916405,0.276127269,100,0.25,0.18,0.315,18.99,4.2235,-33.688,-17.958,-23.792,300.3,996
37,22,30,37.94,0,6.055,60.08,2.165,2.32,4.6266,0,22.61,1.337391409,1.337391409,0.276260375,100,0.25,0.18,0.315,18.97,1.3374,-24.001,-17.758,-28.853,317.25,997
37,23,0,37.96,0,5.75,61.73,2.793,2.32,3.9906,0,27.989,1.337866596,1.337866596,0.276393502,100,0.25,0.18,0.315,18.97,3.9575,-46.799,-22.248,-52.539,301.97,996
37,23,30,37.98,0,5.418,62.86,6.35,2.32,3.0847,0,-12.934,1.338341966,1.338341966,0.276526651,100,0.25,0.18,0.315,18.93,1.1461,-68.888,-22.399,-33.556,250.88,995
38,0,0,38,0,5.153,62.38,3.642,2.32,2.4699,0,-11.259,1.338817519,1.338817519,0.276659821,100,0.25,0.18,0.315,18.9,5.7797,-61.258,-27.864,-22.136,249.74,996
38,0,30,38.02,0,5.024,60.09,1.251,2.32,2.5901,0,20.517,1.339293253,1.339293253,0.276793014,100,0.25,0.18,0.315,18.85,1.8422,-41.631,-27.717,-34.43,282.03,996
38,1,0,38.04,0,4.491,61.94,2.259,2.32,2.7782,0,-2.0053,1.339769168,1.339769168,0.276926227,100,0.25,0.18,0.315,18.85,1.0292,-49.2,-15.468,-31.727,270.33,996
38,1,30,38.06,0,4.313,60.93,3.016,2.32,1.4323,0,-23.075,1.340245264,1.340245264,0.277059463,100,0.25,0.18,0.315,18.82,1.2956,-70.629,-15.852,-31.702,239.37,995
38,2,0,38.08,0,4.59,59.87,3.927,2.32,0.67535,0,24.975,1.340721539,1.340721539,0.27719272,100,0.25,0.18,0.315,18.77,0.54899,-67.49,-35.268,-57.197,240.06,994
38,2,30,38.1,0,4.833,58.86,5.266,2.32,1.143,0,23.93,1.341197992,1.341197992,0.277325998,100,0.25,0.18,0.315,18.74,4.0659,-69.171,-35.002,-58.099,240.77,994
38,3,0,38.13,0,4.91,58.18,5.117,2.32,1.6707,0,11.117,1.341913007,1.341913007,0.277525956,100,0.25,0.18,0.315,18.74,2.3859,-65.94,-15.566,-61.491,247.06,994
38,3,30,38.15,0,4.867,59.7,5.351,2.32,1.6902,0,1.3806,1.342389905,1.342389905,0.277659289,100,0.25,0.18,0.315,18.72,-2.8574,-69.252,-15.645,-54.987,241.26,994
38,4,0,38.17,0,4.664,64.78,5.926,2.32,1.561,0,-4.2737,1.34286698,1.34286698,0.277792643,100,0.25,0.18,0.315,18.68,-0.26484,-72.491,-20.364,-47.854,237.16,994
38,4,30,38.19,0,4.384,67.4,4.649,2.32,1.3414,0,-8.3301,1.34334423,1.34334423,0.277926018,100,0.25,0.18,0.315,18.68,-0.70639,-73.12,-20.396,-44.394,237.37,993
38,5,0,38.21,0,4.091,69.38,3.573,2.32,1.166,0,-5.2287,1.343821655,1.343821655,0.278059415,100,0.25,0.18,0.315,18.67,0.20598,-70.646,-23.089,-42.328,238.58,993
38,5,30,38.23,0,3.451,73.87,3.141,2.32,0.82378,0,1.4337,1.344299254,1.344299254,0.278192833,100,0.25,0.18,0.315,18.63,0.28329,-68.386,-23.117,-46.702,238.5,993
38,6,0,38.25,0,3.611,72.39,4.019,2.32,0.89571,0,5.429,1.344777027,1.344777027,0.278326273,100,0.25,0.18,0.315,18.62,0.86269,-69.384,-19.372,-55.441,238.47,993
38,6,30,38.27,5.524,3.883,70.9,4.83,2.32,0.9862,0,-17.26,1.345254973,1.345254973,0.278459734,100,0.25,0.18,0.315,18.62,-2.2379,-64.306,-19.352,-27.694,239.31,993
38,7,0,38.29,55.07,4.12,70.84,4.078,2.32,1.5573,0,-18.358,1.345733092,1.345733092,0.278593216,100,0.25,0.18,0.315,18.62,-47.086,-33.246,-10.113,-4.7753,240.19,993
38,7,30,38.31,157.6,4.994,67.6,3.464,2.32,3.1928,0,29.259,1.346211382,1.346211382,0.27872672,100,0.25,0.18,0.315,18.64,26.357,30.798,-9.7337,11.273,245.41,994
38,8,0,38.33,197.3,5.859,61.55,6.005,2.32,4.6941,0,32.574,1.346689842,1.346689842,0.278860245,100,0.25,0.18,0.315,18.72,32.097,64.716,28.913,3.2284,247.68,994
38,8,30,38.35,191.8,5.996,59.72,4.825,2.32,5.7243,0,9.8206,1.347168473,1.347168473,0.278993792,100,0.25,0.18,0.315,18.8,28.947,98.597,28.856,59.921,249.77,994
38,9,0,38.38,442.3,7.107,54.51,4.928,2.32,8.3878,0,17.42,1.347886737,1.347886737,0.279194152,100,0.25,0.18,0.315,18.91,33.317,193.83,92.463,83.95,245.88,994
38,9,30,38.4,536.5,8.1,48.79,6.514,2.32,10.002,0,11.596,1.34836579,1.34836579,0.279327752,100,0.25,0.18,0.315,19.05,43.608,226.52,92.282,122.64,248.93,994
38,10,0,38.42,577.8,8.37,48.28,7.071,2.32,11.914,0,32.075,1.34884501,1.34884501,0.279461373,100,0.25,0.18,0.315,19.17,58.587,299.06,100.93,166.06,257.32,994
38,10,30,38.44,640.5,8.53,47.81,7.67,2.32,13.096,0,91.756,1.349324398,1.349324398,0.279595015,100,0.25,0.18,0.315,19.28,69.102,331.78,100.74,139.29,255.8,994
38,11,0,38.46,692.1,8.97,45.47,8.07,2.32,13.231,0,40.725,1.349803952,1.349803952,0.279728679,100,0.25,0.18,0.315,19.32,59.998,294.23,63.347,190.16,269.87,994
38,11,30,38.48,749.1,9.12,45.24,8.23,2.32,14.652,0,99.166,1.350283672,1.350283672,0.279862364,100,0.25,0.18,0.315,19.35,71.199,360.65,63.851,197.63,258.6,994
38,12,0,38.5,753,8.94,46.19,8.42,2.32,15.485,0,100.87,1.350763556,1.350763556,0.27999607,100,0.25,0.18,0.315,19.36,73.113,379.64,78.286,200.49,255.32,993
38,12,30,38.52,720.9,9.29,44.64,7.672,2.32,15.783,0,131.06,1.351243605,1.351243605,0.280129798,100,0.25,0.18,0.315,19.36,81.668,390.68,77.869,181.75,258.33,993
38,13,0,38.54,707.6,9.39,43.99,7.827,2.32,14.939,0,82.178,1.351723817,1.351723817,0.280263546,100,0.25,0.18,0.315,19.37,66.686,299.79,25.632,191.98,258.71,993
38,13,30,38.56,690.3,9.39,44,7.935,2.32,14.695,0,125.33,1.352204192,1.352204192,0.280397316,100,0.25,0.18,0.315,19.37,72.241,305.43,25.641,154.46,250.81,993
38,14,0,38.58,653.1,9.3,43.66,8.11,2.32,14.082,0,156.99,1.352684729,1.352684729,0.280531107,100,0.25,0.18,0.315,19.33,79.027,262.69,15.669,90.032,257.3,993
38,14,30,38.6,371.8,8.82,45.01,7.74,2.32,11.927,0,39.666,1.353165428,1.353165428,0.280664919,100,0.25,0.18,0.315,19.27,34.034,137.88,15.115,83.098,299.55,993
38,15,0,38.63,310.5,8.55,46.56,7.242,2.32,11.183,0,85.843,1.353886776,1.353886776,0.280865677,100,0.25,0.18,0.315,19.21,55.205,122.87,-6.6511,43.674,254.95,993
38,15,30,38.65,310.7,8.32,46.58,6.556,2.32,9.5947,0,55.295,1.354367875,1.354367875,0.280999542,100,0.25,0.18,0.315,19.11,43.963,58.711,-6.956,10.372,252.51,994
38,16,0,38.67,177,7.849,46.31,6.645,2.32,8.1761,0,50.447,1.354849133,1.354849133,0.281133428,100,0.25,0.18,0.315,19.01,-154.32,8.5263,-28.689,-13.232,250.4,994
38,16,30,38.69,111.7,7.282,47.76,5.813,2.32,6.7262,0,34.101,1.355330549,1.355330549,0.281267335,100,0.25,0.18,0.315,18.93,2.0253,-35.134,-28.862,-40.373,244.88,994
38,17,0,38.71,19.33,6.361,51.73,5.053,2.32,5.267,0,5.4561,1.355812123,1.355812123,0.281401263,100,0.25,0.18,0.315,18.84,2.9199,-71.331,-43.078,-33.709,242.31,994
38,17,30,38.73,0.136,5.687,52.91,3.863,2.32,4.1156,0,18.612,1.356293854,1.356293854,0.281535212,100,0.25,0.18,0.315,18.75,6.4486,-81.423,-43.089,-56.947,239.42,995
38,18,0,38.75,0,5.431,51.82,3.986,2.32,3.6705,0,2.32,1.35677574,1.35677574,0.281669183,100,0.25,0.18,0.315,18.68,4.0478,-78.994,-36.279,-45.035,237.24,995
38,18,30,38.77,0,4.933,53.09,2.881,2.32,3.0819,0,-15.763,1.357257783,1.357257783,0.281803174,100,0.25,0.18,0.315,18.62,0.72836,-79.639,-36.279,-27.597,236.75,995
38,19,0,38.79,0,4.271,55.09,2.012,2.32,2.0886,0,6.4148,1.35773998,1.35773998,0.281937186,100,0.25,0.18,0.315,18.57,-0.78702,-75.744,-41.723,-40.435,235.88,995
38,19,30,38.81,0,3.957,57.26,2.018,2.32,1.5375,0,12.512,1.358222331,1.358222331,0.282071219,100,0.25,0.18,0.315,18.5,0.97563,-77.07,-41.641,-47.941,233.39,995
38,20,0,38.83,0,4.65,54,3.336,2.32,1.6011,0,0.46421,1.358704835,1.358704835,0.282205274,100,0.25,0.18,0.315,18.46,1.2132,-77.94,-29.606,-48.798,233.89,995
38,20,30,38.85,0,4.498,54.37,2.996,2.32,1.5611,0,8.7632,1.359187492,1.359187492,0.282339349,100,0.25,0.18,0.315,18.44,1.8522,-75.059,-29.569,-54.253,235.59,996
38,21,0,38.88,0,4.401,54.13,2.529,2.32,1.5986,0,0.96609,1.359911762,1.359911762,0.282540501,100,0.25,0.18,0.315,18.39,-0.2732,-74.986,-25.717,-50.235,236.74,996
38,21,30,38.9,0,4.517,54.66,3.125,2.32,1.5981,0,-16.073,1.360394798,1.360394798,0.282674628,100,0.25,0.18,0.315,18.39,-1.6883,-74.856,-25.715,-33.069,236.22,996
38,22,0,38.92,0,3.779,61.4,0.969,2.32,0.73745,0,5.044,1.360877984,1.360877984,0.282808776,100,0.25,0.18,0.315,18.37,0.011775,-72.219,-33.389,-43.874,235.4,996
38,22,30,38.94,0,3.349,66.59,1.443,2.32,0.7695,0,17.119,1.36136132,1.36136132,0.282942946,100,0.25,0.18,0.315,18.33,0.028937,-71.678,-33.261,-55.536,234.9,996
38,23,0,38.96,0,4.1,63.62,4.803,2.32,1.1351,0,-24.774,1.361844804,1.361844804,0.283077136,100,0.25,0.18,0.315,18.32,-2.372,-73.987,-19.227,-29.986,234.7,996
38,23,30,38.98,0,3.738,64.12,3.668,2.32,0.47867,0,-20.056,1.362328436,1.362328436,0.283211346,100,0.25,0.18,0.315,18.27,-0.90669,-71.063,-19.425,-31.582,235.75,996
39,0,0,39,0,3.192,66.16,2.378,2.32,-0.093495,0,18.431,1.362812216,1.362812216,0.283345578,100,0.25,0.18,0.315,18.26,1.0644,-69.679,-31.098,-57.012,234.32,996
39,0,30,39.02,0,3.715,60.06,3.299,2.32,0.23243,0,2.8434,1.363296143,1.363296143,0.283479831,100,0.25,0.18,0.315,18.21,-0.49031,-71.313,-30.933,-43.224,235,996
39,1,0,39.04,0,3.798,59.86,4.013,2.32,0.44308,0,-0.41734,1.363780215,1.363780215,0.283614104,100,0.25,0.18,0.315,18.21,1.1256,-70.941,-20.754,-49.769,235.32,996
39,1,30,39.06,0,3.86,60.51,4.887,2.32,0.42777,0,-4.0758,1.364264433,1.364264433,0.283748398,100,0.25,0.18,0.315,18.18,0.19094,-70.05,-20.775,-45.2,235.99,996
39,2,0,39.08,0,3.482,62.7,3.538,2.32,0.05751,0,-7.5199,1.364748796,1.364748796,0.283882713,100,0.25,0.18,0.315,18.15,-0.97684,-69.876,-26.819,-35.537,235.93,996
39,2,30,39.1,0,3.182,64.53,3.153,2.32,-0.22447,0,-9.2626,1.365233302,1.365233302,0.284017049,100,0.25,0.18,0.315,18.15,-1.138,-67.585,-26.796,-31.526,236.66,995
39,3,0,39.13,0,3.347,63.99,2.609,2.32,-0.21301,0,-6.7234,1.36596033,1.36596033,0.284218591,100,0.25,0.18,0.315,18.15,-0.92584,-63.577,-21.823,-35.03,240.03,995
39,3,30,39.15,0,3.42,63.77,2.908,2.32,-0.51992,0,3.0767,1.366445194,1.366445194,0.284352978,100,0.25,0.18,0.315,18.11,1.1429,-67.333,-21.897,-48.513,237.71,995
39,4,0,39.17,0,3.879,60.59,3.786,2.32,0.064875,0,-19.624,1.366930198,1.366930198,0.284487386,100,0.25,0.18,0.315,18.09,1.8439,-67.808,-14.418,-33.766,237.27,995
39,4,30,39.19,0,3.339,62.75,2.277,2.32,-0.51572,0,-25.254,1.367415344,1.367415344,0.284621815,100,0.25,0.18,0.315,18.09,0.18018,-66.355,-14.624,-26.477,236.65,995
39,5,0,39.21,0,2.597,66.14,1.175,2.32,-1.1577,0,-6.7996,1.36790063,1.36790063,0.284756265,100,0.25,0.18,0.315,18.05,-0.97998,-63.534,-31.048,-25.686,236.41,996
39,5,30,39.23,0,3.101,63.92,2.789,2.32,-0.6639,0,6.6683,1.368386055,1.368386055,0.284890735,100,0.25,0.18,0.315,18.03,1.1776,-53.409,-30.803,-29.274,248.16,996
39,6,0,39.25,0,4.125,59.65,3.598,2.32,1.0203,0,-15.043,1.368871618,1.368871618,0.285025225,100,0.25,0.18,0.315,18.03,5.8701,-26.236,15.05,-26.243,288.22,996
39,6,30,39.27,6.816,4.062,60.67,1.695,2.32,1.6,0,-29.156,1.36935732,1.36935732,0.285159737,100,0.25,0.18,0.315,18.07,27.99,-26.012,14.629,-11.485,281.02,996
39,7,0,39.29,52.29,4.531,60.34,1.404,2.32,2.9684,0,10.044,1.369843159,1.369843159,0.285294268,100,0.25,0.18,0.315,18.09,11.378,10.394,17.409,-17.059,308.39,997
39,7,30,39.31,59.58,5.196,58.8,2.955,2.32,3.7055,0,8.6618,1.370329135,1.370329135,0.285428821,100,0.25,0.18,0.315,18.14,11.283,13.286,17.237,-12.613,307.6,997
39,8,0,39.33,106,5.198,59.23,4.033,2.32,4.0556,0,-26.689,1.370815246,1.370815246,0.285563394,100,0.25,0.18,0.315,18.16,5.459,20.098,8.0056,38.781,280.6,997
39,8,30,39.35,377.2,6.251,57.68,3.12,2.32,7.0348,0,98.019,1.371301493,1.371301493,0.285697987,100,0.25,0.18,0.315,18.24,56.73,177.39,8.7807,70.585,266.99,998
39,9,0,39.38,495.2,7.297,55.9,4.392,2.32,9.3199,0,-16.983,1.372031115,1.372031115,0.285899916,100,0.25,0.18,0.315,18.43,26.525,180.32,89.649,107.65,259.46,998
39,9,30,39.4,519.1,8.12,54.7,4.332,2.32,11.822,0,70.786,1.372517697,1.372517697,0.286034561,100,0.25,0.18,0.315,18.6,51.099,252.65,90.089,91.774,261.31,998
39,10,0,39.42,619,8.97,54.03,3.768,2.32,12.986,0,38.787,1.373004412,1.373004412,0.286169226,100,0.25,0.18,0.315,18.73,49.112,255.31,91.646,124.88,257.53,998
39,10,30,39.44,714.2,9.8,51.95,4.869,2.32,15.044,0,75.485,1.373491258,1.373491258,0.286303912,100,0.25,0.18,0.315,18.82,59.334,317.06,92.16,149.41,263.95,998
39,11,0,39.46,752.4,10.15,51.53,5.129,2.32,17.876,0,43.246,1.373978236,1.373978236,0.286438618,100,0.25,0.18,0.315,18.88,61.075,411.66,155.88,212.54,277.21,998
39,11,30,39.48,837,10.54,49.41,6.064,2.32,19.314,0,83.404,1.374465345,1.374465345,0.286573345,100,0.25,0.18,0.315,18.98,63.822,408.41,155.32,169.68,285.1,998
39,12,0,39.5,758.5,10.6,50.18,5.17,2.32,19.828,0,182.19,1.374952583,1.374952583,0.286708092,100,0.25,0.18,0.315,18.96,83.505,372.11,98.264,91.659,276.43,998
39,12,30,39.52,698.2,10.81,48.26,4.887,2.32,16.42,0,-23.332,1.375439951,1.375439951,0.286842859,100,0.25,0.18,0.315,18.87,33.937,221.98,96.038,149.27,285.27,998
39,13,0,39.54,704.3,11.28,46.82,5.071,2.32,18.917,0,121.25,1.375927447,1.375927447,0.286977647,100,0.25,0.18,0.315,18.85,63.962,327.99,124.32,82.418,281.79,998
