day,hour,min,doy,rg,ta,rh,ua,za,tsobs,vza,leobs,lai,glai,zf,rstmin,albedo,albv,xG,xx,xx1,rnobs,gobs,hobs,ratmobs,hpa
5,0,0,5,0,11.84,62.33,3.704,2.32,8.3903,0,-12.499,0.805658754,0.805658754,0.098496918,100,0.25,0.18,0.315,10.34,1.2506,-46.139,-7.0384,-26.602,288.88,1007
5,0,30,5.02,0,11.31,63.88,3.983,2.32,8.3984,0,-12.499,0.806463872,0.806463872,0.098572349,100,0.25,0.18,0.315,10.35,1.2506,-46.139,-7.0384,-26.602,287.71,1008
5,1,0,5.04,0,10.85,65.03,3.072,2.32,8.243,0,-12.499,0.807267958,0.807267958,0.098647829,100,0.25,0.18,0.315,10.35,1.2506,-46.139,-7.0384,-26.602,299.54,1007
5,1,30,5.06,0,11.95,60.77,5.796,2.32,9.4374,0,29.109,0.808071009,0.808071009,0.098723357,100,0.25,0.18,0.315,10.33,4.7123,-24.29,-10.671,-42.728,336.31,1008
5,2,0,5.08,0,12.34,59.46,5.774,2.32,10.341,0,22.512,0.80887302,0.80887302,0.098798933,100,0.25,0.18,0.315,10.35,4.077,-15.388,-10.389,-27.511,351.95,1008
5,2,30,5.1,0,12.6,58.88,5.018,2.32,10.472,0,-6.1713,0.809673989,0.809673989,0.098874558,100,0.25,0.18,0.315,10.34,17.816,-21.01,14.076,-28.915,345.43,1007
5,3,0,5.13,0,12.55,59.79,4.023,2.32,10.728,0,-11.294,0.810873479,0.810873479,0.098988085,100,0.25,0.18,0.315,10.34,15.201,-16.081,13.971,-18.758,352.34,1007
5,3,30,5.15,0,12.41,61.37,3.054,2.32,10.164,0,-18.628,0.811671826,0.811671826,0.099063831,100,0.25,0.18,0.315,10.4,5.6611,-34.679,8.3566,-24.408,330.66,1006
5,4,0,5.17,0,11.85,64.93,3.155,2.32,8.4022,0,-21.965,0.812469119,0.812469119,0.099139625,100,0.25,0.18,0.315,10.4,27.468,-69.047,8.1411,-55.223,276.14,1007
5,4,30,5.19,0,12.49,57.64,4.124,2.32,7.9817,0,7.1467,0.813265353,0.813265353,0.099215467,100,0.25,0.18,0.315,10.39,7.7806,-65.633,-22.948,-49.832,280.19,1006
5,5,0,5.21,0,11.88,56.11,2.865,2.32,6.2269,0,-18.794,0.814060526,0.814060526,0.099291357,100,0.25,0.18,0.315,10.35,-8.1754,-54.674,-22.818,-13.063,283.68,1007
5,5,30,5.23,0,11.14,55.33,2.099,2.32,5.6062,0,-0.51088,0.814854633,0.814854633,0.099367296,100,0.25,0.18,0.315,10.33,1.9224,-62.656,-32.487,-29.658,275.66,1006
5,6,0,5.25,0,11.31,52.46,1.851,2.32,4.9141,0,0.82283,0.815647673,0.815647673,0.099443282,100,0.25,0.18,0.315,10.29,-1.3315,-62.369,-32.369,-30.823,271.59,1006
5,6,30,5.27,0.315,12.07,45.52,3.423,2.32,5.9201,0,25.198,0.81643964,0.81643964,0.099519317,100,0.25,0.18,0.315,10.25,5.1364,-68.296,-29.018,-64.475,269.14,1007
5,7,0,5.29,16.81,12.19,47.4,3.848,2.32,6.7751,0,27.683,0.817230532,0.817230532,0.099595401,100,0.25,0.18,0.315,10.23,7.1893,-59.81,-28.708,-58.785,269.24,1007
5,7,30,5.31,90.7,12.3,48.03,3.998,2.32,8.1237,0,42.866,0.818020345,0.818020345,0.099671532,100,0.25,0.18,0.315,10.23,14.57,-17.499,-3.8398,-56.525,269.17,1007
5,8,0,5.33,182.5,13.12,45.44,4.395,2.32,9.9019,0,58.993,0.818809076,0.818809076,0.099747711,100,0.25,0.18,0.315,10.25,125.4,34.04,-3.6153,-21.338,271.17,1007
5,8,30,5.35,270.9,13.93,44.42,4.698,2.32,12.303,0,50.246,0.819596722,0.819596722,0.099823939,100,0.25,0.18,0.315,10.28,57.12,86.312,29.626,6.4397,274.81,1007
5,9,0,5.37,358.1,14.43,45.84,6.69,2.32,14.648,0,26.88,0.820383278,0.820383278,0.099900215,100,0.25,0.18,0.315,10.32,37.493,136.94,77.506,32.557,285.24,1007
5,9,30,5.4,437.8,14.94,46.12,6.979,2.32,16.505,0,48.581,0.821561063,0.821561063,0.100014719,100,0.25,0.18,0.315,10.38,58.94,185.76,77.639,59.537,288.8,1007
5,10,0,5.42,509.9,15.48,45.27,8.02,2.32,18.138,0,34.347,0.822344881,0.822344881,0.100091115,100,0.25,0.18,0.315,10.47,60.892,226.62,89.598,102.67,288.07,1007
5,10,30,5.44,531.4,15.79,45.67,7.403,2.32,19.136,0,32.962,0.823127598,0.823127598,0.100167559,100,0.25,0.18,0.315,10.53,64.746,256.07,89.534,133.57,293.05,1007
5,11,0,5.46,601.1,16.04,45.08,9.36,2.32,20.438,0,30.017,0.823909211,0.823909211,0.100244051,100,0.25,0.18,0.315,10.6,67.866,275.12,85.462,159.64,286.5,1006
5,11,30,5.48,679.4,16.6,43.71,7.933,2.32,22.952,0,83.733,0.824689715,0.824689715,0.100320591,100,0.25,0.18,0.315,10.67,90.124,338.47,85.805,168.93,303.39,1006
5,12,0,5.5,661,16.97,43.03,6.871,2.32,23.22,0,75.986,0.825469108,0.825469108,0.100397179,100,0.25,0.18,0.315,10.74,86.607,305.91,63.913,166.01,316.35,1006
5,12,30,5.52,527.4,16.83,42.03,6.635,2.32,21.777,0,21.274,0.826247386,0.826247386,0.100473815,100,0.25,0.18,0.315,10.8,52.233,215.21,63.8,130.14,293.19,1005
5,13,0,5.54,358.1,16.4,43.2,5.66,2.32,20.479,0,53.46,0.827024546,0.827024546,0.1005505,100,0.25,0.18,0.315,10.82,58.251,165.81,35.644,76.708,297.28,1005
5,13,30,5.56,245.4,16.24,44.19,4.369,2.32,19.21,0,20.038,0.827800584,0.827800584,0.100627232,100,0.25,0.18,0.315,10.87,29.387,91.878,35.408,36.432,313.68,1005
5,14,0,5.58,358.7,16.43,44.07,5.191,2.32,19.363,0,60.964,0.828575496,0.828575496,0.100704012,100,0.25,0.18,0.315,10.87,56.709,141.85,28.325,52.557,295.03,1005
5,14,30,5.6,392.7,16.91,41.73,5.21,2.32,19.596,0,27.189,0.82934928,0.82934928,0.10078084,100,0.25,0.18,0.315,10.87,38.127,114.57,28.477,58.901,291.82,1005
5,15,0,5.62,279.3,16.38,43.94,4.596,2.32,17.293,0,18.675,0.830121932,0.830121932,0.100857716,100,0.25,0.18,0.315,10.87,23.349,27.469,-5.7583,14.552,289.26,1004
5,15,30,5.65,207.4,16.16,45.44,2.952,2.32,15.141,0,9.7955,0.831278779,0.831278779,0.10097312,100,0.25,0.18,0.315,10.82,8.5316,0.76473,-6.108,-2.9228,289.25,1005
5,16,0,5.67,105.6,15.53,46.4,3.493,2.32,13.861,0,3.8205,0.832048585,0.832048585,0.101050115,100,0.25,0.18,0.315,10.8,1062.1,-25.169,-17.633,-11.356,292.34,1004
5,16,30,5.69,15.85,14.76,48.78,3.398,2.32,12.775,0,-3.322,0.832817247,0.832817247,0.101127159,100,0.25,0.18,0.315,10.75,14.293,-49.277,-17.698,-28.257,310.93,1004
5,17,0,5.71,0.045,14.36,48.76,2.564,2.32,12.117,0,-0.80501,0.833584761,0.833584761,0.10120425,100,0.25,0.18,0.315,10.71,1.7434,-40.978,-19.553,-20.62,328,1004
5,17,30,5.73,0,14.24,48.14,2.683,2.32,11.459,0,-0.42049,0.834351124,0.834351124,0.101281389,100,0.25,0.18,0.315,10.65,2.0217,-48.938,-19.547,-28.971,317.82,1004
5,18,0,5.75,0,14.16,50.52,2.697,2.32,10.758,0,0.7262,0.835116333,0.835116333,0.101358576,100,0.25,0.18,0.315,10.62,-0.71984,-53.142,-20.306,-33.562,308.11,1004
5,18,30,5.77,0,13.99,51.46,2.414,2.32,10.125,0,-9.8341,0.835880383,0.835880383,0.101435811,100,0.25,0.18,0.315,10.57,-3.0317,-54.075,-20.31,-23.931,303.56,1004
5,19,0,5.79,0,13.68,51.04,2.143,2.32,10.551,0,-6.5375,0.836643273,0.836643273,0.101513094,100,0.25,0.18,0.315,10.53,-1.6427,-42.211,-9.7297,-25.944,318.62,1003
5,19,30,5.81,0,13.92,49.83,2.705,2.32,10.094,0,-15.114,0.837404997,0.837404997,0.101590424,100,0.25,0.18,0.315,10.52,-0.27607,-49.701,-9.8393,-24.748,308.8,1002
5,20,0,5.83,0,14.23,50.28,3.836,2.32,10.883,0,1.9401,0.838165553,0.838165553,0.101667802,100,0.25,0.18,0.315,10.48,3.1447,-37.413,-0.77252,-38.581,325.27,1002
5,20,30,5.85,0,14.14,50.79,2.865,2.32,11.036,0,-4.9797,0.838924937,0.838924937,0.101745228,100,0.25,0.18,0.315,10.46,3.6103,-41.084,-0.80345,-35.301,323,1002
5,21,0,5.87,0,14.23,49.73,4.343,2.32,10.996,0,1.5941,0.839683146,0.839683146,0.101822702,100,0.25,0.18,0.315,10.45,5.0298,-43.591,-5.0273,-40.158,319.32,1001
5,21,30,5.9,0,14.32,46.29,2.755,2.32,10.654,0,-14.78,0.840818248,0.840818248,0.101939002,100,0.25,0.18,0.315,10.45,4.5486,-43.634,-5.1019,-23.752,317.21,1001
5,22,0,5.92,0,14.36,43.54,3.32,2.32,9.9967,0,-6.5656,0.841573503,0.841573503,0.102016595,100,0.25,0.18,0.315,10.45,12.065,-53.652,-13.73,-33.356,301.68,1001
5,22,30,5.94,0,14.24,41.6,4.372,2.32,9.0301,0,-3.597,0.842327572,0.842327572,0.102094235,100,0.25,0.18,0.315,10.45,7.8721,-66.189,-13.861,-48.731,283.62,1001
5,23,0,5.96,0,13.95,42.22,3.357,2.32,9.0454,0,2.7071,0.84308045,0.84308045,0.102171923,100,0.25,0.18,0.315,10.4,5.4682,-63.59,-11.211,-55.086,287.78,1000
5,23,30,5.98,0,14.44,40.39,3.699,2.32,9.4761,0,10.485,0.843832133,0.843832133,0.102249659,100,0.25,0.18,0.315,10.4,4.709,-47.208,-11.122,-46.571,309.88,999
6,0,0,6,0,15.05,37.89,5.401,2.32,10.268,0,11.864,0.844582619,0.844582619,0.102327442,100,0.25,0.18,0.315,10.4,10.307,-39.66,1.7913,-53.315,322.61,999
6,0,30,6.02,0,14.51,40.09,5.943,2.32,10.675,0,19.849,0.845331904,0.845331904,0.102405273,100,0.25,0.18,0.315,10.4,19.492,-41.72,1.8058,-63.374,321.78,998
6,1,0,6.04,0,14.5,38.71,5.022,2.32,10.991,0,15.576,0.846079984,0.846079984,0.102483152,100,0.25,0.18,0.315,10.39,25.302,-44.088,3.1666,-62.83,321.06,997
6,1,30,6.06,0,14.7,36.3,4.255,2.32,10.926,0,-4.9958,0.846826856,0.846826856,0.102561078,100,0.25,0.18,0.315,10.39,19.945,-47.743,3.1112,-45.858,316.88,997
6,2,0,6.08,0,14.94,33.46,5.432,2.32,10.492,0,15.778,0.847572517,0.847572517,0.102639052,100,0.25,0.18,0.315,10.39,21.716,-57.494,-7.4863,-65.786,304.56,997
6,2,30,6.1,0,14.84,32.35,5.571,2.32,10.155,0,5.4509,0.848316964,0.848316964,0.102717073,100,0.25,0.18,0.315,10.39,32.011,-62.589,-7.4883,-60.552,296.93,997
6,3,0,6.12,0,14.95,29.39,3.923,2.32,9.4465,0,11.894,0.849060191,0.849060191,0.102795142,100,0.25,0.18,0.315,10.39,10.232,-60.915,-14.266,-58.542,296.31,996
6,3,30,6.15,0,14.66,29.03,3.583,2.32,8.4965,0,-9.0699,0.850172741,0.850172741,0.102912334,100,0.25,0.18,0.315,10.37,5.2762,-64.468,-14.372,-41.026,287.1,995
6,4,0,6.17,0,14.71,28.33,6.056,2.32,7.3509,0,11.617,0.850912908,0.850912908,0.102990521,100,0.25,0.18,0.315,10.34,5.785,-69.509,-27.675,-53.45,277.16,995
6,4,30,6.19,0,14.45,29.09,7.32,2.32,7.981,0,25.769,0.851651845,0.851651845,0.103068756,100,0.25,0.18,0.315,10.32,12.003,-74.677,-27.379,-73.067,273.5,994
6,5,0,6.21,0,14.27,29.96,7.585,2.32,8.9676,0,-8.8696,0.852389548,0.852389548,0.103147038,100,0.25,0.18,0.315,10.28,23.297,-79.762,1.1999,-72.092,273.18,995
6,5,30,6.23,0,14.5,31.87,6.618,2.32,9.2666,0,4.4978,0.853126014,0.853126014,0.103225368,100,0.25,0.18,0.315,10.28,2.5015,-77.554,1.1378,-83.19,275.81,995
6,6,0,6.25,0,14.84,35.32,7.858,2.32,9.8377,0,-2.5242,0.853861239,0.853861239,0.103303745,100,0.25,0.18,0.315,10.28,10.562,-77.298,2.6169,-77.391,279.36,995
6,6,30,6.27,2.457,14.69,40.65,7.57,2.32,10.223,0,-7.2628,0.85459522,0.85459522,0.10338217,100,0.25,0.18,0.315,10.3,-3.6931,-72.26,2.6283,-67.626,284.46,995
6,7,0,6.29,32.52,14.98,44.19,10.27,2.32,11.212,0,-7.0689,0.855327953,0.855327953,0.103460642,100,0.25,0.18,0.315,10.33,14.148,-49.68,15.018,-57.629,291.9,994
6,7,30,6.31,60.74,15.02,46.71,13.86,2.32,12.184,0,-35.719,0.856059435,0.856059435,0.103539161,100,0.25,0.18,0.315,10.33,-120.05,-38.803,15.162,-18.246,288.92,996
6,8,0,6.33,243.6,15.7,44.51,6.5,2.32,14.694,0,31.819,0.856789663,0.856789663,0.103617728,100,0.25,0.18,0.315,10.37,30.057,77.166,54.21,-8.8631,334.33,997
6,8,30,6.35,76.06,15.52,46.09,2.835,2.32,15.738,0,-17.252,0.857518633,0.857518633,0.103696342,100,0.25,0.18,0.315,10.41,-10.556,40.487,54.203,3.5365,359.65,998
6,9,0,6.37,150.4,15.82,51.02,4.658,2.32,15.929,0,49.922,0.858246342,0.858246342,0.103775003,100,0.25,0.18,0.315,10.46,47.088,90.859,37.745,3.1914,318.7,997
6,9,30,6.4,218.4,16.23,52.38,5.774,2.32,16.883,0,19.711,0.859335532,0.859335532,0.103893084,100,0.25,0.18,0.315,10.51,27.271,83.875,38.079,26.084,303.35,997
6,10,0,6.42,266.4,16.62,46.84,7.002,2.32,17.957,0,11.982,0.860060072,0.860060072,0.103971863,100,0.25,0.18,0.315,10.57,16.893,120.93,62.721,46.222,299.19,996
6,10,30,6.44,130,16.84,35.77,9.47,2.32,14.986,0,-47.407,0.860783339,0.860783339,0.10405069,100,0.25,0.18,0.315,10.57,-70.659,3.093,61.488,-10.988,292.79,996
6,11,0,6.46,579.9,17.38,34.38,10.26,2.32,19.183,0,57.993,0.861505329,0.861505329,0.104129564,100,0.25,0.18,0.315,10.58,68.614,262.55,91.021,113.54,296.02,996
6,11,30,6.48,689.8,17.89,32.34,9.39,2.32,22.238,0,75.67,0.862226039,0.862226039,0.104208485,100,0.25,0.18,0.315,10.63,92.246,316.54,91.262,149.61,301.61,995
6,12,0,6.5,748.6,18.18,29.66,9.32,2.32,23.896,0,87.179,0.862945465,0.862945465,0.104287454,100,0.25,0.18,0.315,10.67,100.99,339.07,82.46,169.43,310.97,995
6,12,30,6.52,510.6,17.68,28.81,7.92,2.32,23.16,0,1.3273,0.863663603,0.863663603,0.104366469,100,0.25,0.18,0.315,10.72,65.498,237.02,82.385,153.31,339.5,996
6,13,0,6.54,510.4,16.88,30.31,7.166,2.32,21.13,0,64.452,0.864380451,0.864380451,0.104445532,100,0.25,0.18,0.315,10.77,79.777,211.41,27.206,119.75,320.63,996
6,13,30,6.56,427,16.73,29.85,6.084,2.32,19.054,0,11.019,0.865096005,0.865096005,0.104524642,100,0.25,0.18,0.315,10.81,40.653,115.83,26.962,77.846,326.88,996
6,14,0,6.58,298.3,16.06,32.55,5.045,2.32,16.187,0,43.418,0.865810262,0.865810262,0.104603799,100,0.25,0.18,0.315,10.78,47.796,54.07,-28.453,39.105,298.72,995
6,14,30,6.6,331,16.09,32.71,7.824,2.32,15.959,0,52.359,0.866523218,0.866523218,0.104683003,100,0.25,0.18,0.315,10.75,52.047,54.776,-28.052,30.469,289.45,995
6,15,0,6.62,278.9,15.26,34.51,9.35,2.32,15.506,0,0.28629,0.867234869,0.867234869,0.104762255,100,0.25,0.18,0.315,10.7,24.72,49.289,0.30212,48.701,281.42,996
6,15,30,6.65,213.1,14.6,39.49,8.73,2.32,14.938,0,-0.60559,0.868299892,0.868299892,0.10488122,100,0.25,0.18,0.315,10.68,19.394,38.965,0.20753,39.363,317.09,997
6,16,0,6.67,53.82,13.79,35.63,9.69,2.32,12.563,0,-42.018,0.869008267,0.869008267,0.104960589,100,0.25,0.18,0.315,10.63,-9.2904,-47.175,-31.51,26.354,307.68,997
6,16,30,6.69,8.42,13.06,36.21,10.11,2.32,11.089,0,-21.88,0.869715326,0.869715326,0.105040005,100,0.25,0.18,0.315,10.58,-258.72,-69.748,-31.502,-16.366,290.16,998
6,17,0,6.71,0.028,12.67,34.4,11.5,2.32,10.451,0,-26.386,0.870421065,0.870421065,0.105119468,100,0.25,0.18,0.315,10.53,-122.03,-71.239,-25.012,-19.84,294.55,998
6,17,30,6.73,0,12.37,38.12,11.45,2.32,9.9878,0,-34.697,0.87112548,0.87112548,0.105198978,100,0.25,0.18,0.315,10.47,31.141,-77.024,-24.977,-17.35,286.18,998
6,18,0,6.75,0,12.25,37.43,10.45,2.32,10.47,0,-19.023,0.871828569,0.871828569,0.105278535,100,0.25,0.18,0.315,10.43,-141.56,-47.533,-11.614,-16.896,309.39,999
6,18,30,6.77,0,11.99,40.07,9.62,2.32,10.856,0,-10.682,0.872530327,0.872530327,0.10535814,100,0.25,0.18,0.315,10.4,532.73,-31.848,-11.542,-9.6247,321.22,999
6,19,0,6.79,0,11.85,39.6,7.149,2.32,10.453,0,-3.9068,0.873230752,0.873230752,0.105437791,100,0.25,0.18,0.315,10.4,6.2116,-33.856,-13.976,-15.973,330.21,1000
6,19,30,6.81,0,11.47,41.56,3.267,2.32,9.7673,0,-12.897,0.873929839,0.873929839,0.105517489,100,0.25,0.18,0.315,10.35,6.8806,-48.44,-14.059,-21.484,323.17,1000
6,20,0,6.83,0,11.09,43.3,3.92,2.32,7.8415,0,-3.1927,0.874627586,0.874627586,0.105597234,100,0.25,0.18,0.315,10.35,-3.8247,-66.881,-36.484,-27.204,284.48,1000
6,20,30,6.85,0,11.19,42.47,6.44,2.32,7.9777,0,17.9,0.875323989,0.875323989,0.105677026,100,0.25,0.18,0.315,10.31,2.0181,-57.582,-36.21,-39.272,290.12,1001
6,21,0,6.87,0,11.12,44.48,5.7,2.32,7.8906,0,-6.332,0.876019045,0.876019045,0.105756864,100,0.25,0.18,0.315,10.29,3.8454,-67.752,-18.597,-42.823,279.05,1001
6,21,30,6.9,0,10.77,46.55,4.304,2.32,7.682,0,-10.066,0.877059094,0.877059094,0.105876711,100,0.25,0.18,0.315,10.25,3.7182,-77.719,-18.601,-49.052,266.15,1002
6,22,0,6.92,0,10.67,47.1,5.606,2.32,7.775,0,-12.409,0.877750766,0.877750766,0.105956667,100,0.25,0.18,0.315,10.23,4.3119,-80.911,-14.798,-53.703,261.73,1002
6,22,30,6.94,0,10.27,49.08,4.827,2.32,7.4598,0,-13.461,0.878441078,0.878441078,0.10603667,100,0.25,0.18,0.315,10.23,5.2597,-80.254,-14.838,-51.955,259.73,1002
6,23,0,6.96,0,10.7,46.82,6.359,2.32,7.2214,0,-8.0351,0.879130028,0.879130028,0.106116719,100,0.25,0.18,0.315,10.21,4.3171,-80.753,-18.482,-54.236,259.2,1002
6,23,30,6.98,0,10.82,45.38,6.298,2.32,7.166,0,-9.1981,0.879817611,0.879817611,0.106196816,100,0.25,0.18,0.315,10.17,5.3131,-81.919,-18.449,-54.272,257.73,1002
7,0,0,7,0,10.93,42.61,4.875,2.32,6.5998,0,-7.4943,0.880503824,0.880503824,0.106276959,100,0.25,0.18,0.315,10.17,5.3298,-77.536,-21.971,-48.071,258.41,1003
7,0,30,7.02,0,10.64,42.67,4.403,2.32,6.0587,0,1.7861,0.881188664,0.881188664,0.106357149,100,0.25,0.18,0.315,10.17,2.7213,-74.77,-22.004,-54.552,258.8,1002
7,1,0,7.04,0,10.15,45.29,5.609,2.32,6.1473,0,-2.41,0.881872127,0.881872127,0.106437386,100,0.25,0.18,0.315,10.12,1.0099,-75.844,-18.53,-54.904,257.94,1003
7,1,30,7.06,0,10.05,48.71,4.837,2.32,5.6599,0,-16.274,0.88255421,0.88255421,0.10651767,100,0.25,0.18,0.315,10.11,1.2235,-71.677,-18.607,-36.795,261.18,1003
7,2,0,7.08,0,10.32,49.77,5.623,2.32,4.4671,0,-15.194,0.883234909,0.883234909,0.106598,100,0.25,0.18,0.315,10.1,-2.4545,-65.821,-33.452,-17.175,261.16,1003
7,2,30,7.1,0,10.1,50.29,4.988,2.32,5.0844,0,3.3667,0.883914221,0.883914221,0.106678377,100,0.25,0.18,0.315,10.05,-2.063,-68.347,-33.14,-38.574,258.78,1004
7,3,0,7.12,0,9.75,49.61,3.43,2.32,4.7878,0,-7.3965,0.884592143,0.884592143,0.106758801,100,0.25,0.18,0.315,10.05,-1.3482,-71.078,-21.31,-42.372,257.11,1003
7,3,30,7.15,0,8.78,53.7,2.554,2.32,4.5736,0,-9.9595,0.88560641,0.88560641,0.106879524,100,0.25,0.18,0.315,10.01,-12.905,-72.703,-21.334,-41.409,255.12,1003
7,4,0,7.17,0,8.34,57.46,2.847,2.32,4.739,0,-10.008,0.886280841,0.886280841,0.106960065,100,0.25,0.18,0.315,9.99,-5.3833,-72.105,-17.261,-44.836,256.38,1004
7,4,30,7.19,0,8.48,56.81,1.915,2.32,3.1247,0,-43.054,0.886953868,0.886953868,0.107040652,100,0.25,0.18,0.315,9.99,-28.819,-64.685,-17.599,-4.0328,257.45,1004
7,5,0,7.21,0,8.45,57.45,1.587,2.32,1.4604,0,-6.3467,0.88762549,0.88762549,0.107121286,100,0.25,0.18,0.315,9.96,-2.8522,-56.573,-44.463,-5.7634,259.11,1005
7,5,30,7.23,0,8.54,57.56,3.273,2.32,2.966,0,19.378,0.888295702,0.888295702,0.107201966,100,0.25,0.18,0.315,9.93,-1.5057,-64.616,-43.936,-40.059,258.88,1005
7,6,0,7.25,0,8.64,58,1.94,2.32,2.5208,0,-22.879,0.888964502,0.888964502,0.107282693,100,0.25,0.18,0.315,9.88,-3.5131,-63.41,-27.472,-13.058,258.63,1005
7,6,30,7.27,0.218,8.84,57.65,3.485,2.32,3.132,0,-0.42622,0.889631885,0.889631885,0.107363467,100,0.25,0.18,0.315,9.88,-1.3935,-63.706,-27.283,-35.997,259.89,1005
7,7,0,7.29,20.56,9.24,57.83,3.928,2.32,4.7613,0,-0.45026,0.890297848,0.890297848,0.107444287,100,0.25,0.18,0.315,9.88,1.5724,-55.717,1.5468,-56.813,259.97,1006
7,7,30,7.31,85,10.08,55.7,4.696,2.32,6.1375,0,13.92,0.890962388,0.890962388,0.107525153,100,0.25,0.18,0.315,9.87,7.4554,-18.77,1.61,-34.3,261.16,1006
7,8,0,7.33,173.7,10.98,53.52,5.28,2.32,8.3127,0,20.188,0.891625501,0.891625501,0.107606067,100,0.25,0.18,0.315,9.9,-12.869,27.925,30.307,-22.57,264.26,1007
7,8,30,7.35,268.3,11.72,51.31,5.147,2.32,10.744,0,45.637,0.892287185,0.892287185,0.107687026,100,0.25,0.18,0.315,9.94,45.737,81.123,30.745,4.74,266.12,1007
7,9,0,7.37,363.4,12.35,49.38,6.377,2.32,12.954,0,21.937,0.892947434,0.892947434,0.107768033,100,0.25,0.18,0.315,10.01,39.071,134.98,72.604,40.441,267.74,1008
7,9,30,7.4,444.8,12.92,46.65,6.908,2.32,14.716,0,37.531,0.893935113,0.893935113,0.107889629,100,0.25,0.18,0.315,10.08,53.363,182.55,72.707,72.313,268.79,1008
7,10,0,7.42,526.4,13.59,42.33,5.943,2.32,16.776,0,32.755,0.894591764,0.894591764,0.107970751,100,0.25,0.18,0.315,10.14,50.721,224.47,92.201,99.511,272.44,1008
7,10,30,7.44,587.3,13.94,39.42,6.081,2.32,18.725,0,55.436,0.895246969,0.895246969,0.10805192,100,0.25,0.18,0.315,10.23,71.228,259.19,92.389,111.37,271.97,1008
7,11,0,7.46,616.6,14.21,39.05,7.071,2.32,19.324,0,47.775,0.895900725,0.895900725,0.108133136,100,0.25,0.18,0.315,10.3,69.289,274.31,86.34,140.19,274.13,1007
7,11,30,7.48,465.4,14.27,38.17,6.466,2.32,19.011,0,-17.9,0.896553028,0.896553028,0.108214397,100,0.25,0.18,0.315,10.36,36.831,181.33,85.955,113.27,284.82,1007
7,12,0,7.5,344.8,14.22,38.64,5.634,2.32,16.364,0,49.522,0.897203875,0.897203875,0.108295705,100,0.25,0.18,0.315,10.39,47.286,99.165,-2.134,51.777,333.56,1007
7,12,30,7.52,520.8,14.95,35.52,6.418,2.32,19.959,0,116.27,0.897853263,0.897853263,0.10837706,100,0.25,0.18,0.315,10.44,95.699,247.85,-0.51185,132.09,318.95,1007
7,13,0,7.54,367.2,14.26,37.82,6.644,2.32,18.309,0,69.121,0.898501189,0.898501189,0.108458461,100,0.25,0.18,0.315,10.46,66.889,180.68,25.262,86.297,317.46,1007
7,13,30,7.56,537.5,14.94,36.91,6.223,2.32,19.448,0,63.223,0.899147647,0.899147647,0.108539908,100,0.25,0.18,0.315,10.51,65.219,201.62,25.944,112.45,290.03,1007
7,14,0,7.58,351.6,14.47,39.27,6.501,2.32,17.248,0,57.454,0.899792637,0.899792637,0.108621401,100,0.25,0.18,0.315,10.51,52.53,128.47,3.064,67.953,291.83,1007
7,14,30,7.6,200.4,14.26,38.8,6.153,2.32,16.934,0,17.041,0.900436153,0.900436153,0.108702941,100,0.25,0.18,0.315,10.51,34.44,86.146,3.2916,65.813,309.75,1007
7,15,0,7.62,297.2,14.33,38.53,5.538,2.32,15.196,0,37.611,0.901078192,0.901078192,0.108784527,100,0.25,0.18,0.315,10.51,38.781,54.188,-12.054,28.631,310.72,1007
7,15,30,7.65,181,14.04,39.19,5.305,2.32,13.863,0,4.0166,0.902038475,0.902038475,0.108906993,100,0.25,0.18,0.315,10.5,12.465,6.2159,-12.053,14.252,293.69,1007
7,16,0,7.67,67.39,13.3,41.47,3.981,2.32,11.602,0,3.2261,0.902676807,0.902676807,0.108988695,100,0.25,0.18,0.315,10.45,24.381,-44.494,-30.844,-16.876,279.68,1007
7,16,30,7.69,12.07,12.46,45.24,3.823,2.32,9.8647,0,-4.121,0.903313651,0.903313651,0.109070443,100,0.25,0.18,0.315,10.41,-0.56861,-70.762,-30.875,-35.766,277.97,1008
7,17,0,7.71,0.131,11.52,52.11,2.968,2.32,8.4478,0,-10.848,0.903949003,0.903949003,0.109152237,100,0.25,0.18,0.315,10.36,-2.6434,-73.36,-34.849,-27.664,272.49,1008
7,17,30,7.73,0,10.78,57.37,2.446,2.32,6.8444,0,-17.616,0.904582859,0.904582859,0.109234078,100,0.25,0.18,0.315,10.3,-5.774,-65.804,-34.943,-13.245,273.35,1008
7,18,0,7.75,0,10.31,58.08,2.549,2.32,6.3364,0,-14.841,0.905215217,0.905215217,0.109315964,100,0.25,0.18,0.315,10.24,-6.1522,-67.412,-32.417,-20.155,268.85,1008
7,18,30,7.77,0,9.9,60.42,2.359,2.32,4.4614,0,-9.8914,0.905846072,0.905846072,0.109397897,100,0.25,0.18,0.315,10.17,-0.28392,-59.406,-32.675,-16.84,267.06,1009
7,19,0,7.79,0,9.65,61.78,1.75,2.32,3.193,0,-4.1475,0.90647542,0.90647542,0.109479876,100,0.25,0.18,0.315,10.11,-0.79417,-55.852,-44.471,-7.2334,267.29,1009
7,19,30,7.81,0,8.66,65.17,0.8,2.32,2.466,0,-5.0424,0.90710326,0.90710326,0.109561901,100,0.25,0.18,0.315,10.04,-1.0469,-53.132,-44.426,-3.6637,266.58,1009
